NAURU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,               Industry,...,...,...,..., 13.0 , 9.1 , 10.1 , 12.6 , 36.6 , 43.9 , 32.7 , 39.4 , 52.5 , 39.6 , 24.8 , 6.1 ,...,...,...
,               Services,...,...,...,..., 82.7 , 85.7 , 83.2 , 76.6 , 57.5 , 50.4 , 61.0 , 56.5 , 44.4 , 56.8 , 71.6 , 89.9 ,...,...,...
,,,,,,,,,,,,,,,,,,,,
,At Constant Prices,,,,,,,,,,,,,,,,,,,
,GDP by industrial origin at 2007 | 2015 market prices,...,...,...,...,32.0,31.9,34.7,26.0,35.0,38.0,43.2,48.2,53.1,71.3,97.3,100.0 |,110.4*,114.8*,110.2*
,"     Agriculture, forestry, and fishing",...,...,...,...,2.8,2.8,2.6,2.6,2.6,2.7,2.8,2.8,2.9,3.0,3.3,3.5 |,4.9*,4.9*,...
,     Mining and quarrying,...,...,...,...,0.1,0.1,0.0,0.1,0.8,0.7,0.6,0.9,1.1,0.9,1.1,0.6 |,,,
,     Manufacturing,...,...,...,...,0.6,1.1,1.3,2.0,7.1,5.5,5.9,6.9,9.1,7.0,5.8,3.3 |,,,
,"     Electricity, gas, steam, and air-conditioning supply ",...,...,...,...,1.6,1.6,1.7,0.7,1.9,2.9,6.6,9.2,7.0,3.7,3.6,3.9 |,12.9*,13.3*,...
,"     Water supply; sewerage, waste management, and remediation activities",,,,,,,,,,,,,,,,,,,
,     Construction,...,...,...,...,0.3,0.3,2.0,0.2,1.0,0.8,0.7,0.8,0.8,1.2,1.9,2.6 |,,,
,     Wholesale and retail trade; repair of motor vehicles and motorcycles,...,...,...,...,5.7,4.9,5.1,3.8,3.4,3.9,4.6,4.6,7.0,13.9,21.3,22.5 |,,,
,     Accommodation and food service activities,...,...,...,...,1.5,1.8,3.0,2.5,2.1,2.1,0.9,1.0,1.3,5.1,9.3,10.2 |,,,
,     Transportation and storage,...,...,...,...,4.7,4.8,4.6,-0.7,2.9,2.5,3.5,7.0,6.4,8.0,11.4,13.2,,,
,     Information and communication,,,,,,,,,,,,,,,,,,,
,     Financial and insurance activities,...,...,...,...,1.9,2.0,2.1,2.0,2.2,3.1,3.5,4.3,3.3,4.9,6.6,10.3 |,,,
,     Public administration and defense; compulsory social security,...,...,...,...,4.4,4.4,4.1,4.1,4.1,4.2,4.3,3.9,4.6,7.8,9.9,9.9 |,82.5*,85.7*,...
,     Education,...,...,...,...,1.2,1.2,1.1,1.1,1.5,0.9,0.7,0.6,0.9,1.2,1.5,2.0 |,,,
,     Human health and social work activities,...,...,...,...,1.5,1.5,1.4,1.4,1.6,1.6,1.6,1.4,1.7,2.4,3.2,2.8 |,,,
,"     Arts, entertainment, and recreation",...,...,...,...,,,,,,,,,,,,,,,
,     Other service activitiesc,...,...,...,...,4.9,4.8,4.5,4.5,4.5,4.6,4.8,4.9,5.0,5.2,5.7,5.9 |,,,
,Gross value added at basic prices,...,...,...,...,31.4,31.3,33.5,24.3,35.7,35.4,40.4,48.4,51.1,64.4,84.6,90.6 |,...,...,...
,Taxes less subsidies on production and imports,...,...,...,...,0.7,0.6,1.2,1.8,-0.7,2.6,2.8,-0.1,2.0,6.9,12.7,9.4 |,...,...,...
,Net factor income from abroad,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,GNI ,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,              Growth of Output   (% annual change),,,,,,,,,,,,,,,,,,,
,               GDP,...,...,...,...,...,-0.6,8.8,-24.9,34.4,8.7,13.6,11.7,10.1,34.2,36.5,2.8,…,4.0,-4.0
,               Agriculture,...,...,...,...,...,0.3,-6.5,-1.0,0.6,1.7,3.7,1.9,2.2,5.3,9.5,5.2,...,1.6,...
,               Industry,...,...,...,...,...,16.1,60.0,-38.9,251.0,-8.4,39.4,29.4,1.2,-28.5,-3.6,-17.1,...,3.1,...
,               Services,...,...,...,...,...,-2.1,1.8,-28.0,20.2,2.6,4.2,16.4,8.7,60.7,41.9,11.6,...,3.9,...
,,,,,,,,,,,,,,,,,,,,
,At Current Market Prices   (A$),,,,,,,,,,,,,,,,,,,
,Per capita GDP ,...,...,...,...,...,"4,308.9","4,159.5","2,823.4","4,683.9","6,306.7","5,750.1","7,310.5","9,776.5","9,804.4","11,956.8","11,087.0","12,729.3*","13,493.0*","12,903.5*"
,,,,,,,,,,,,,,,,,,,,
,PRODUCTION INDEXES  period averages,,,,,,,,,,,,,,,,,,,
,Agriculture;  2004–2006 = 100,94.5,95.4,96.6,97.8,98.9,100.0,101.1,103.1,104.2,105.4,106.4,102.9,108.6,110.8,111.8,112.9,113.7,…,...
,,,,,,,,,,,,,,,,,,,,
,ENERGY  annual values,,,,,,,,,,,,,,,,,,,
,Electricity   (kWh million),,,,,,,,,,,,,,,,,,,
,     Production,33.0,30.0,30.0,31.0,31.9,28.3,16.4,20.1,19.5,21.3,22.6,23.1,23.7,24.3,25.1,25.1,25.5,...,...
,     Consumption,33.0,30.0,30.0,31.0,31.9,28.3,16.3,20.0,19.4,21.2,22.5,23.0,23.6,24.2,25.1,25.0,25.1,...,...
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES   period averages ,,,,,,,,,,,,,,,,,,,
,Consumer (national);  2008 = 100,51.6,62.7,66.9,63.4,69.5,76.3,87.1,87.8 |,100.0,103.1,99.9,100.2,100.1,101.0 |,110.5,121.3,131.2,139.1,141.9
,          Food and nonalcoholic beverages,…,…,…,…,…,…,…,…,100.0,100.2,99.8,100.2,100.0,100.6,…,…,…,…,…
,"          Alcoholic beverages, tobacco, and narcoticsd",…,…,…,…,…,…,…,…,100.0,100.1,99.6,99.7,100.3,101.9,…,…,…,…,…
,          Clothing and footwear,…,…,…,…,…,…,…,…,100.0,96.0,99.7,100.5,100.1,103.7,…,…,…,…,…
,"          Housing, water, electricity, gas, and other fuelse",…,…,…,…,…,…,…,…,100.0,97.1,100.0,100.1,100.8,102.1,…,…,…,…,…
,"          Furnishings, household equipment, and routine household maintenancef",…,…,…,…,…,…,…,…,100.0,129.6,100.2,100.8,100.3,101.4,…,…,…,…,…
,          Health,…,…,…,…,…,…,…,…,...,...,...,...,...,...,…,…,…,…,…
,          Transport,…,…,…,…,…,…,…,…,100.0,96.5,100.0,100.3,99.9,99.1,…,…,…,…,…
,          Communication,,,,,,,,,,,,,,,,,,,
,          Recreation and culture,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Education,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Restaurants and hotels,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Miscellaneous goods and servicesg,…,…,…,…,…,…,…,…,100.0,122.6,100.9,100.8,99.9,103.3,…,…,…,…,…
, Implicit GDP deflator;  2007 | 2015 = 100,...,...,...,...,137.3,127.9,109.0,100.0,125.4,158.2,129.5,152.9,189.7,148.6,131.0,120.1 |,127.0,131.5,133.1
,,,,,,,,,,,,,,,,,,,,
,              Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index (national),2.3,21.5,6.7,-5.1,9.5,9.8,14.2,0.9 |,0.6,3.1,-3.1,0.3,-0.1,4.1 |,0.3,9.8,8.2,6.0,2.0
,               Food  and nonalcoholic beverages price index,…,…,…,…,…,…,…,…,…,0.2,-0.4,0.4,-0.2,0.6,…,…,…,…,…
,               Implicit GDP deflator,…,…,…,…,…,-6.9,-14.8,-8.3,25.4,26.2,-18.2,18.1,24.1,-21.7,-11.8,-8.3 |,5.7,3.6,1.2
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE fiscal year ending 30 June (A$ million),,,,,,,,,,,,,,,,,,,
,Central Government,,,,,,,,,,,,,,,,,,,
,Total revenue and grants,...,...,...,...,...,11.4,24.4,24.2,30.6,56.2,57.8,...,52.9,62.4,97.9,97.6*,161.4*,166.6*,151.8*
,     Total revenue,...,...,...,...,...,11.4,24.4,12.4,13.6,29.0,27.1,...,32.1,41.4,76.5,77.7*,131.9*,139.8*,109.6*
,          Current revenue,...,...,...,...,...,...,...,...,...,...,...,...,32.1,41.4,76.5,77.7*,131.9*,139.8*,109.6*
,               Taxes,...,...,...,...,...,...,...,...,...,...,...,...,8.1,16.2,19.0,22.6*,31.6*,30.6*,21.8*
,               Nontaxes,...,...,...,...,...,...,...,...,...,...,...,...,24.0,25.2,57.5,55.1*,100.4*,109.2*,87.8*
,          Capital receipts,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Grants,...,...,...,...,...,...,...,11.8,17.0,27.2,30.7,...,20.8,21.0,21.4,19.9*,29.5*,26.7*,42.3*
,Total expenditure and net lending,...,...,...,...,...,9.8,21.6,22.9,27.0,56.0,57.8,...,45.0,60.8,66.0,86.9*,128.5*,150.8*,138.6*
,     Total expenditure,...,...,...,...,...,...,...,...,...,...,...,...,45.0,60.8,66.0,86.9*,128.5*,150.8*,138.6*
,          Current expenditure,...,...,...,...,...,...,...,...,...,...,...,...,28.2,43.8,48.0,74.3*,113.8*,133.7*,111.1*
,          Capital expenditure,...,...,...,...,...,...,...,...,...,...,...,...,16.8,17.0,18.1,12.6*,14.6*,17.2*,27.5*
,     Net lending,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Current surplus/deficit,...,...,...,...,...,...,...,...,...,...,...,...,3.9,-2.4,28.5,3.4*,18.1*,6.1*,-1.5*
,Capital account surplus/deficit,...,...,...,...,...,...,...,...,...,...,...,...,-16.8,-17.0,-18.1,-12.6*,-14.6*,-17.2*,-27.5*
,Overall budgetary surplus/deficit,...,...,...,...,...,...,...,...,...,...,...,...,7.9,1.6,31.8,10.7*,33.0*,15.7*,13.2*
,Financing ,,,,,,,,,,,,,,,,,,,
,     Domestic borrowing,...,...,...,...,...,...,...,...,...,...,...,...,66.1,66.1,52.5,46.1*,42.9*,41.9*,...
,     Foreign borrowing,...,...,...,...,...,...,...,...,...,...,...,...,54.4,50.8,48.1,47.2*,48.1*,48.9*,...
,     Special receipts,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Use of cash balances,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,               Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Total revenue,...,...,...,...,...,33.1,72.3,44.9,27.5,41.7,39.2,...,31.9,39.1,60.0,64.7,94.1,92.6,74.7
,               Taxes,...,...,...,...,...,...,...,...,...,...,...,...,8.1,15.3,14.9,18.8,22.5,20.3,14.9
,               Total expenditure,...,...,...,...,...,28.5,64.0,82.9,54.5,80.5,83.6,...,44.7,57.4,51.8,72.3,91.6,99.9,94.5
,               Overall budgetary surplus/deficit,...,...,...,...,...,4.3,8.3,2.6,7.3,0.3,0.1,...,7.9,1.5,25.0,8.9,23.5,10.4,9.0
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADEh  fiscal year ending 30 June (A$ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob",...,...,7.7,5.8,1.4,0.4,1.3,9.3,36.9,11.6,34.4,50.0,69.9,49.9,24.9,18.1 |,34.4,32.0,...
,"Imports, cif",...,...,32.4,26.0,17.0,12.0,21.4,18.9,16.6,30.9,13.9,28.6,38.4,157.8,126.2,124.2 |,87.3,93.5,...
,     Trade balance,...,...,-24.7,-20.2,-15.6,-11.6,-20.1,-9.6,20.3,-19.4,20.5,21.4,31.5,-107.9,-101.3,-106.1 |,-52.9,-61.5,...
,,,,,,,,,,,,,,,,,,,,
,              External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,...,...,...,-24.8,-75.9,-70.9,218.3,617.3,295.0,-68.7,197.1,45.6,39.7,-28.6,-50.1,-27.3,...,-7.0,...
,               Imports,...,...,...,-19.8,-34.4,-29.7,79.0,-11.7,-12.2,86.1,-55.2,106.5,34.1,311.0,-20.0,-1.6,...,7.1,...
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total",33.2,16.7,14.4,30.4,23.5,14.9,16.7,35.3,137.3,23.7,72.5,71.9,93.4,82.9,50.4,43.7,18.5,37.3,39.6
,     1. Nigeria,2.1,2.1,2.3,10.6,10.5,10.6,11.7,16.5,19.1,...,20.6,...,...,20.6,21.5,16.1,...,14.1,19.9
,     2. Australia,4.0,2.3,1.9,1.5,0.1,0.2,0.2,3.5,10.1,0.5,4.7,9.1,8.9,14.6,5.2,10.9,4.8,5.9,3.1
,     3. Japan,0.8,0.6,0.1,11.4,1.3,0.2,0.4,0.3,0.0,0.1,6.1,1.6,3.1,3.5,3.2,4.2,4.5,6.2,6.8
,"     4. Korea, Republic of",3.6,1.1,3.4,1.6,0.5,1.0,1.7,9.3,82.2,3.6,23.6,42.2,40.7,21.8,3.6,0.1,3.9,5.1,2.9
,     5. India,7.2,3.5,2.0,3.1,2.1,0.5,0.6,0.5,23.0,15.6,6.6,9.5,24.7,4.5,4.9,10.2,0.0,0.0,0.2
,     6. New Zealand,11.1,2.9,1.5,–,0.0,0.0,0.0,–,0.0,2.7,8.4,5.6,13.6,14.8,8.0,–,3.0,2.1,0.0
,     7. United States ,1.3,...,0.6,0.3,...,0.1,0.2,0.6,0.7,0.1,0.1,0.3,0.5,0.6,0.5,0.5,1.0,1.5,2.7
,     8. Mexico,...,...,...,...,0.1,0.0,–,0.0,0.3,0.0,0.2,0.5,0.0,0.0,0.0,0.1,0.0,0.0,1.5
,     9. Singapore ,...,...,...,...,...,...,...,...,...,...,...,...,0.1,0.8,0.1,0.0,0.0,1.2,0.2
,"     10. Bahamas, The",...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.1,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,"Imports, total",59.5,25.2,276.5,27.2,19.1,28.1,35.3,48.3,94.5,108.8,24.2,41.5,51.7,164.6,147.0,87.8,51.0,51.0,99.7
,     1. Australia,15.1,13.0,18.1,18.4,12.9,10.4,15.2,20.0,19.1,19.7,13.9,18.5,27.9,139.0,90.2,52.9,36.9,34.1,38.2
,     2. Fiji,0.3,0.3,0.4,0.1,0.2,0.2,0.3,0.3,0.4,0.9,1.8,8.5,9.0,14.8,36.1,20.6,4.1,4.8,5.8
,"     3. Korea, Republic of",...,0.0,0.0,0.1,0.1,12.5,11.3,16.7,48.9,0.1,2.2,10.0,0.0,0.2,0.2,0.2,0.3,0.2,36.7
,"     4. China, People's Republic of",0.0,0.4,0.5,0.1,0.1,0.0,...,0.0,–,0.0,0.0,0.2,1.0,1.1,2.9,5.2,1.7,0.5,2.0
,"     5. Taipei,China",0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.0,0.4,0.0,0.2,0.4,3.3,1.9,10.2,0.2,0.2,0.0,0.0
,     6. Senegal,...,...,...,...,0.0,...,...,...,...,...,...,–,0.0,...,0.1,–,...,–,7.7
,     7. Japan,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.2,5.5,1.6,0.2,0.4,0.5,1.3,1.5,0.1,2.2,0.3,2.1
,     8. Singapore,...,...,...,...,...,...,...,...,...,...,...,...,4.3,1.0,0.6,0.3,1.2,2.7,1.0
,     9. New Zealand,0.1,1.0,0.1,0.1,0.4,0.2,0.1,0.1,0.1,0.1,0.5,0.4,1.2,2.1,1.0,0.4,1.2,2.0,1.1
,     10. India,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.0,0.0,...,4.1,0.5
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTS  fiscal year ending 30 June (A$ million),,,,,,,,,,,,,,,,,,,
,Current account balance,...,...,...,...,...,...,...,...,...,...,...,...,38.4,19.9,-17.2,-11.4*,2.4*,0.8*,-2.6*
,     Balance on goods,...,...,...,...,...,...,...,...,...,...,...,...,33.8,4.6,-34.6,-51.6*,-52.9*,-61.5*,-61.1*
,          Exports,...,...,...,...,...,...,...,...,...,...,...,...,67.4,58.2,50.7,25.0*,34.4*,32.0*,32.2*
,          Imports,...,...,...,...,...,...,...,...,...,...,...,...,33.6,53.6,85.3,76.5*,87.3*,93.5*,93.2*
,     Balance on services,...,...,...,...,...,...,...,...,...,...,...,...,-13.6,-7.8,-29.9,-16.1*,-21.2*,-22.9*,-30.6*
,          Credit,...,...,...,...,...,...,...,...,...,...,...,...,3.7,21.8,22.3,29.5*,34.1*,36.5*,28.1*
,          Debit,...,...,...,...,...,...,...,...,...,...,...,...,17.3,29.6,52.2,45.6*,55.3*,59.4*,58.7*
,     Balance on primary income,...,...,...,...,...,...,...,...,...,...,...,...,20.0,23.6,24.7,28.7*,35.6*,40.6*,43.6*
,          Credit,...,...,...,...,...,...,...,...,...,...,...,...,23.0,29.2,32.1,38.0*,45.1*,50.1*,51.4*
,          Debit,...,...,...,...,...,...,...,...,...,...,...,...,3.0,5.6,7.4,9.3*,9.5*,9.5*,7.8*
,     Balance on secondary income,...,...,...,...,...,...,...,...,...,...,...,...,-1.8,-0.5,22.6,27.5*,41.0*,44.5*,45.5*
,          Credit,...,...,...,...,...,...,...,...,...,...,...,...,4.6,12.1,32.0,37.2*,53.1*,57.6*,58.2*
,          Debit,...,...,...,...,...,...,...,...,...,...,...,...,6.4,12.6,9.3,9.6*,12.1*,13.1*,12.7*
,Capital account,...,...,...,...,...,...,...,...,...,...,...,...,0.9,2.5,3.2,4.3*,5.9*,5.3*,8.5*
,     Credit,...,...,...,...,...,...,...,...,...,...,...,...,0.9,2.5,3.2,4.3*,5.9*,5.3*,8.5*
,     Debit,...,...,...,...,...,...,...,...,...,...,...,...,–,–,–,–*,–*,–*,–*
,Financial account,...,...,...,...,...,...,...,...,...,...,...,...,35.0,17.7,2.3,9.9*,19.1*,6.1*,5.8*
,     Direct investment,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,...
,     Portfolio investment,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,...
,     Financial derivatives,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,...
,     Other investment,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,...
,Net errors and omissions,...,...,...,...,...,...,...,...,...,...,...,...,-4.2,-4.6,16.3,17.0*,10.8*,–*,–*
,Overall balance,...,...,...,...,...,...,...,...,...,...,...,...,0.1,0.1,–,-0.1*,0.1*,-0.1*,0.1*
,Changes in reserves,...,...,...,...,...,...,...,...,...,...,...,...,0.1,0.1,–,-0.1*,0.1*,-0.1*,0.1*
,International investment position,...,...,...,...,...,...,...,...,...,...,...,...,105.1,126.4,116.4,121.6*,138.2*,152.1*,161.0*
,,,,,,,,,,,,,,,,,,,,
,               Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,…,…,…,…,…,…,…,…,…,…,…,…,66.9,55.0,39.8,20.8*,24.5*,21.2*,21.9*
,               Imports,…,…,…,…,…,…,…,…,…,…,…,…,33.4,50.6,66.9,63.7*,62.3*,61.9*,63.5*
,               Balance on goods,…,…,…,…,…,…,…,…,…,…,…,…,33.6,4.3,-27.1,-43.0*,-37.7*,-40.7*,-41.6*
,               Current account balance,…,…,…,…,…,…,…,…,…,…,…,…,38.1,18.8,-13.5,-9.5*,1.7*,0.5*,-1.8*
,               Overall balance,…,…,…,…,…,…,…,…,…,…,…,…,0.1,0.1,–,-0.1*,0.1*,-0.1*,0.1*
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (A$–$),,,,,,,,,,,,,,,,,,,
,End of period,1.8,2.0,1.8,1.3,1.3,1.4,1.3,1.1,1.4,1.1,1.0,1.0,1.0,1.1,1.2,1.4,1.4,1.3,1.4
,Average of period,1.7,1.9,1.8,1.5,1.4,1.3,1.3,1.2,1.2,1.3,1.1,1.0,1.0,1.0,1.1,1.3,1.3,1.3,1.3
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in series; 0.0 = magnitude is less than half of unit employed; – = magnitude equals zero; * = provisional, preliminary, estimate, budget figure;  $ = United States dollars; A$ = Australian dollars;  cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; km2 = square kilometer; kWh = kilowatt-hour.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2002 and 2011, figures are from the Nauru 2002 Census and Nauru 2011 Census, respectively.",,,,,,,,,,,,,,,,,,,
