TAJIKISTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Financial and insurance activities,,,,,,,,,,,14,16,18,21,24,25,23,21,...
,     Real estate activities,329,327,331,331,350,351,357,375,378,403,13,13,16,19,21,22,21,32,...
,     Other service activities,,,,,,,,,,,374,375,377,387,396,412,433,439,...
,Unemployedb,49,43,47,47,42,42,48,51,49,45,47,54,56,55,57,57,53,53,...
,Unemployment rateb (%),2.7,2.3,2.5,2.4,2.0,1.9,2.2,2.3,2.2,2.0,2.1,2.3,2.4,2.3,2.4,2.3,2.2,2.2,...
,Labor force  (% annual change),0.2,4.3,1.7,1.5,10.4,1.0,1.4,0.7,0.7,2.1,0.7,1.0,1.9,0.6,0.8,2.3,0.1,0.9,...
,Labor force participation ratec  (%),56.3,56.5,54.8,52.8,56.2,55.0,53.9,52.6,51.4,51.0,50.3,49.4,48.9,48.6,47.8,47.7,46.7,46.2,...
,,,,,,,,,,,,,,,,,,,,
,NATIONAL ACCOUNTS   calendar year (TJS million),,,,,,,,,,,,,,,,,,,
,At Current Prices,,,,,,,,,,,,,,,,,,,
,GDP by industrial origin at current market prices,"1,786.7","2,563.8","3,375.3","4,761.5","6,167.2","7,206.6","9,335.2","12,804.4","17,706.9","20,628.5","24,707.1","30,071.1","36,163.1","40,525.5","45,606.6","48,408.7","54,479.1","61,197.6","68,844.0*"
,"     Agriculture, forestry, and fishing",448.9,610.4,750.5,"1,151.9","1,185.6","1,527.2","2,002.6","2,488.3","3,517.9","3,827.0","4,839.3","7,167.6","8,435.7","8,279.9","10,692.6","10,617.4","11,100.7","12,985.0","12,871.2*"
,     Mining and quarrying,,,,,,,,,,,,628.5,689.8,736.2,718.2,826.5,"1,447.4","2,279.8","3,203.8*"
,     Manufacturing,592.3,858.0,"1,117.2","1,440.2","1,644.4","1,645.1","1,986.9","2,349.4","2,515.8","2,957.4","3,642.7","2,905.8","3,425.0","3,525.8","3,476.1","4,210.7","5,295.6","6,120.5","5,603.3*"
,"     Electricity, gas, steam, and air-conditioning supply",,,,,,,,,,,,834.6,833.0,841.1,"1,316.5","1,389.4","1,524.8","2,125.9","3,051.4*"
,"     Water supply; sewerage, waste management, and remediation activities",,,,,,,,,,,,,,,,,,,
,     Construction,38.0,69.7,68.9,136.7,262.3,327.1,567.5,"1,034.6","1,832.6","2,098.4","2,528.2","2,387.7","3,023.5","4,200.8","4,660.0","5,380.4","6,569.7","5,999.1","6,671.4*"
,     Wholesale and retail trade; repair of motor vehicles and motorcycles,193.9,274.8,394.6,543.7,"1,017.0","1,191.2","1,593.2","2,119.5","3,573.4","4,340.0","5,000.0","3,949.2","5,032.7","5,823.3","6,419.6","7,191.9","8,376.1","8,889.4","9,949.5*"
,     Accommodation and food service activities,,,,,,,,,,,,,,,,,,,
,     Transportation and storage,85.0,127.7,185.7,260.1,408.9,533.3,673.1,"1,221.9","1,782.2","2,264.9","2,758.0","4,356.3","5,535.2","6,172.2","6,523.8","6,026.1","6,916.2","7,439.3","7,443.3*"
,     Information and communication,,,,,,,,,,,,,,,,,,,
,     Financial and insurance activities,17.8,21.7,31.9,47.3,62.2,81.1,140.0,255.5,343.1,438.7,513.6,425.7,511.1,659.6,668.5,813.7,780.4,928.8,417.2*
,     Real estate activitiesd,,,,,,,,,,,,,,,,,,,
,"     Professional, scientific, and technical activitiesd",,,,,,,,,,,,,,,,,,,
,     Administrative and support service activitiesd,,,,,,,,,,,,,,,,,,,
,     Public administration and defense; compulsory social security,41.0,59.8,65.1,100.2,117.1,205.0,268.5,403.2,394.2,619.3,646.1,"1,062.4","1,023.3","1,096.8","1,180.3","1,575.1","1,593.9","1,746.1","4,616.6*"
,     Education,62.3,99.2,126.1,136.3,213.3,233.1,283.0,339.1,401.8,600.8,773.4,"1,410.7","1,449.6","1,819.3","1,878.4","1,965.5","2,589.7","2,889.4","4,002.1*"
,     Human health and social work activities,16.4,26.4,36.7,38.8,67.5,92.7,159.1,171.2,203.5,289.5,332.6,591.0,727.6,897.9,883.7,936.1,"1,175.7","1,473.5","1,597.5*"
,"     Arts, entertainment, and recreationd",,,,,,,,,,,,,,,,,,,
,     Other service activitiese,146.2,189.5,278.2,409.7,539.6,591.9,698.1,979.0,"1,080.9","1,149.8","1,117.3",964.4,"1,458.2","1,820.1","1,433.7","2,046.8","1,584.6","1,996.3","2,099.3*"
,"     Activities of households as employers; undifferentiated goods- 
          and services-producing activities of households for own used",,,,,,,,,,,,,,,,,,,
,     Activities of extraterritorial organizations and bodies,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Less: Financial intermediation services indirectly measured,4.7,3.7,12.4,11.8,30.4,52.3,96.4,160.9,174.3,243.8,225.7,340.2,437.4,507.0,606.4,700.2,625.0,645.1,…
,Gross value added at basic prices,"1,637.1","2,333.5","3,042.5","4,253.1","5,487.5","6,375.4","8,275.6","11,200.8","15,471.1","18,342.0","21,925.5","26,343.7","31,707.3","35,366.0","39,245.0","42,279.4","48,329.8","54,228.0","61,526.6*"
,Taxes less subsidies on production and imports,149.7,230.3,332.8,508.4,679.7,831.2,"1,059.6","1,603.6","2,235.8","2,286.5","2,781.6","3,727.4","4,455.8","5,159.5","6,361.6","6,129.3","6,149.3","6,969.6","7,317.3*"
,Net factor income from abroad,411.3,550.8,597.8,"1,036.2","1,804.6","2,007.0","3,278.1","4,054.0","7,781.5","4,898.8","6,541.9","6,320.6","9,389.1","16,520.5","14,877.8","12,963.0","9,509.0","9,411.6",...
,GNI,"2,198.0","3,114.6","3,973.1","5,797.6","7,971.8","9,213.6","12,613.3","16,858.4","25,488.4","25,527.3","31,249.0","36,391.7","45,552.2","57,046.0","60,484.4","61,371.7","63,988.1","70,609.2",...
,,,,,,,,,,,,,,,,,,,,
,               Structure of Output   (% of GDP at current basic prices),,,,,,,,,,,,,,,,,,,
,               Agriculture,27.3,26.1,24.6,27.0,21.5,23.8,23.9,21.9,22.5,20.6,21.8,26.9,26.2,23.1,26.8,24.7,22.7,23.7,20.9*
,               Industry,38.4,39.7,38.8,37.0,34.6,30.7,30.5,29.8,27.8,27.2,27.9,25.3,24.8,25.9,25.5,27.5,30.3,30.1,30.1*
,               Services,34.3,34.2,36.6,36.0,44.0,45.6,45.6,48.3,49.7,52.2,50.3,47.8,49.0,51.0,47.6,47.8,47.0,46.2,49.0*
,,,,,,,,,,,,,,,,,,,,
,Expenditure on GDP at current market prices   calendar year (TJS million),"1,786.8","2,563.8","3,375.3","4,761.4","6,167.2","7,206.6","9,335.2","12,804.4","17,706.9","20,628.5","24,707.3","30,071.1","36,163.1","40,525.5","45,606.6","48,408.7","54,479.1","61,197.6","68,844.0*"
,     Final consumption expenditure,"1,775.5","2,516.4","3,158.4","4,319.4","5,292.8","6,899.4","8,773.8","11,923.8","17,156.5","20,380.2","23,726.2","33,314.9","41,047.7","46,141.6","51,376.3","47,176.7","50,619.9","56,444.4",...
,          Household final consumption,"1,567.8","2,161.0","2,727.3","3,739.2","4,566.0","5,847.1","7,737.2","10,783.7","15,503.8","17,809.4","20,927.7","29,209.2","36,403.7","40,789.4","45,059.2","39,920.1","42,944.7","47,679.3",...
,          NPISHs final consumption ,,,,,,,,,,,,,,,,,,,
,          Government final consumption,207.7,355.4,431.1,580.2,726.8,"1,052.3","1,036.6","1,140.1","1,652.7","2,570.8","2,798.5","4,105.7","4,644.0","5,352.2","6,317.1","7,256.6","7,675.2","8,765.1",...
,     Gross capital formation,168.2,249.2,316.7,475.6,752.6,839.4,"1,490.5","3,154.1","4,693.9","5,125.1","5,891.7","8,783.6","8,414.2","10,024.7","11,930.5","13,973.9","16,952.1","16,637.4",...
,          Gross fixed capital formation,132.6,230.3,212.5,382.7,640.0,801.3,"1,445.3","2,973.9","4,341.4","5,423.9","6,050.6","8,598.2","7,855.8","9,736.3","11,781.5","13,671.4","16,739.3","16,296.2",...
,               Public,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,               Private,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Changes in inventories,35.6,18.9,104.2,92.9,112.6,38.1,45.2,180.2,352.5,-298.8,-158.9,185.4,558.4,288.3,149.0,302.5,212.8,341.2,...
,          Acquisitions less disposals of valuables,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Exports of goods and services,"1,650.8","1,693.5","2,123.6","3,044.6","3,624.3","3,910.7","5,429.0","6,526.2","5,782.4","5,048.0","6,620.7","5,335.0","7,829.5","7,582.6","5,143.4","4,997.2","7,232.5","9,619.1",...
,          Exports of goods,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Exports of services,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Less: Imports of goods and services,"1,790.0","1,981.8","2,564.9","3,511.4","4,293.1","5,245.0","7,748.0","11,044.8","14,004.9","12,686.7","14,577.7","22,286.1","25,114.0","26,051.9","26,676.2","20,460.0","23,299.2","25,037.6",...
,          Imports of goods,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Imports of services,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Statistical discrepancy,-17.8,86.5,341.5,433.4,790.6,802.1,"1,389.9","2,245.1","4,079.0","2,761.9","3,046.4","4,923.7","3,985.6","2,828.6","3,832.6","2,720.9","2,973.8","3,534.3",...
,,,,,,,,,,,,,,,,,,,,
,               Structure of Demand   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Household final consumptionf,87.7,84.3,80.8,78.5,74.0,81.1,82.9,84.2,87.6,86.3,84.7,97.1,100.7,100.7,98.8,82.5,78.8,77.9,...
,               Government final consumption,11.6,13.9,12.8,12.2,11.8,14.6,11.1,8.9,9.3,12.5,11.3,13.7,12.8,13.2,13.9,15.0,14.1,14.3,...
,               Gross capital formation,9.4,9.7,9.4,10.0,12.2,11.6,16.0,24.6,26.5,24.8,23.8,29.2,23.3,24.7,26.2,28.9,31.1,27.2,...
,                    Changes in inventories,2.0,0.7,3.1,2.0,1.8,0.5,0.5,1.4,2.0,-1.4,-0.6,0.6,1.5,0.7,0.3,0.6,0.4,0.6,...
,               Exports of goods and services,92.4,66.1,62.9,63.9,58.8,54.3,58.2,51.0,32.7,24.5,26.8,17.7,21.7,18.7,11.3,10.3,13.3,15.7,...
,               Imports of goods and services,100.2,77.3,76.0,73.7,69.6,72.8,83.0,86.3,79.1,61.5,59.0,74.1,69.4,64.3,58.5,42.3,42.8,40.9,...
,               Statistical discrepancy,-1.0,3.4,10.1,9.1,12.8,11.1,14.9,17.5,23.0,13.4,12.3,16.4,11.0,7.0,8.4,5.6,5.5,5.8,...
,,,,,,,,,,,,,,,,,,,,
,At Constant Prices   calendar year (TJS million),,,,,,,,,,,,,,,,,,,
,GDP by industrial origin at previous year's market prices,"1,456.6","1,957.5","2,841.4","3,750.3","5,250.3","6,581.6","7,706.4","10,049.9","13,816.0","18,405.9","21,976.7","25,302.8","32,340.2","38,849.5","43,234.9","48,328.8","51,772.7","58,323.3",...
,"     Agriculture, forestry, and fishing",...,484.8,697.2,828.4,"1,327.9","1,218.8","1,615.2","2,133.5","2,680.3","3,886.7","4,086.9","4,858.0","7,848.3","9,083.8","9,040.4","11,059.3","11,168.1","11,949.0",...
,     Mining and quarrying,,,,,,,,,,,,456.9,762.3,931.2,712.5,833.2,"1,211.2","1,843.0",...
,     Manufacturing,...,661.5,954.3,"1,222.2","1,412.2","1,749.1","1,715.0","1,813.8","2,140.8","2,351.8","3,039.0","2,041.9","3,123.8","2,579.1","3,486.6","4,029.3","5,174.1","6,241.4",...
,"     Electricity, gas, steam, and air-conditioning supply",,,,,,,,,,,,612.6,888.0,876.3,"1,242.0","1,320.8","1,483.3","1,807.7",...
,"     Water supply; sewerage, waste management, and remediation activities",,,,,,,,,,,,,,,,,,,
,     Construction,...,67.1,56.4,109.4,141.2,305.3,350.8,626.6,"1,253.8","1,548.6","2,297.7","2,130.1","1,805.1","3,903.2","5,246.8","5,647.9","6,553.9","6,022.5",...
,     Wholesale and retail trade; repair of motor vehicles and motorcycles,...,186.8,300.7,473.0,676.4,"1,107.4","1,410.8","1,776.0","2,415.6","3,777.2","4,756.8","5,360.5","4,523.2","6,561.1","6,184.0","6,642.8","7,666.7","8,891.7",...
,     Accommodation and food service activities,,,,,,,,,,,,,,,,,,,
,     Transportation and storage,...,109.5,152.9,203.1,327.5,468.1,553.1,"1,016.7","1,456.8","2,229.5","2,545.0","3,653.0","4,908.4","5,014.6","6,241.6","6,273.9","5,697.1","7,130.0",...
,     Information and communication,,,,,,,,,,,,,,,,,,,
,     Financial and insurance activities,...,20.0,23.2,32.3,51.8,68.4,89.3,164.8,280.3,343.1,508.4,73.9,465.7,618.5,770.5,712.6,720.1,721.1,...
,     Real estate activitiesd,,,,,,,,,,,,,,,,,,,
,"     Professional, scientific, and technical activitiesd",,,,,,,,,,,,,,,,,,,
,     Administrative and support service activitiesd,,,,,,,,,,,,,,,,,,,
,     Public administration and defense; compulsory social security,...,47.8,57.6,69.1,105.3,124.0,211.3,284.5,435.9,421.4,624.8,970.2,"1,050.7","1,029.5","1,180.2","1,218.1","1,562.5","1,955.7",...
,     Education,...,64.0,103.3,127.1,130.4,212.3,238.2,286.0,335.4,424.7,615.2,"1,113.8","1,455.8","1,498.9","1,843.0","1,942.2","2,075.5","2,719.2",...
,     Human health and social work activities,...,16.6,25.9,36.8,38.9,65.2,93.7,136.9,149.8,179.4,250.7,463.6,615.2,746.5,932.0,915.5,"1,017.5","1,283.9",...
,"     Arts, entertainment, and recreationd",,,,,,,,,,,,,,,,,,,
,     Other service activitiese,...,140.0,216.4,288.8,487.5,567.2,593.8,779.1,"1,073.2","1,137.9","1,090.2",778.0,"1,257.1","1,749.3","1,443.0","1,638.3","1,507.2","1,752.4",...
,"     Activities of households as employers; undifferentiated goods- 
          and services-producing activities of households for own used",,,,,,,,,,,,,,,,,,,
,     Activities of extraterritorial organizations and bodies,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Less: Financial intermediation services indirectly measured,...,5.2,4.0,12.6,13.0,33.4,57.5,113.5,136.0,174.3,282.6,…,372.2,529.2,592.2,646.4,619.7,577.6,...
,Gross value added at basic prices,...,"1,792.9","2,583.9","3,377.6","4,686.1","5,852.4","6,813.7","8,904.4","12,085.4","16,126.0","19,532.1","22,512.6","28,331.4","34,062.7","37,730.4","41,587.5","45,217.5","51,740.0",...
,Taxes less subsidies on products,...,164.6,257.5,372.7,564.1,729.2,892.7,"1,145.5","1,730.4","2,279.8","2,444.6","2,790.2","4,008.8","4,786.8","5,504.5","6,741.3","6,555.2","6,583.3",...
,,,,,,,,,,,,,,,,,,,,
,               Growth of Output   (% annual change),,,,,,,,,,,,,,,,,,,
,               GDP,8.3,9.6,10.8,11.1,10.3,6.7,6.9,7.7,7.9,3.9,6.5,2.4,7.5,7.4,6.7,6.0,6.9,7.1,...
,               Agriculture,...,8.0,14.2,10.4,15.3,2.8,5.8,6.5,7.7,10.5,6.8,0.4,9.5,7.7,9.2,3.4,5.2,7.6,...
,               Industry,...,15.6,8.9,12.3,-1.5,7.7,4.7,-4.5,0.3,-10.3,5.6,-15.1,-2.6,4.0,14.9,16.3,22.2,7.3,...
,               Services,...,3.9,10.1,10.0,18.3,7.7,8.9,16.5,12.0,9.4,7.1,11.4,11.9,9.4,1.7,1.9,-1.5,6.2,...
,,,,,,,,,,,,,,,,,,,,
,Expenditure on GDP at previous year's market prices   calendar year (TJS million),"1,456.6","1,957.5","2,841.5","3,750.3","5,250.3","6,581.6","7,706.4","10,049.9","13,816.4","18,405.9","21,976.7","25,302.8","32,340.2","38,849.5","43,234.9","48,328.8","51,772.7","58,323.3",...
,     Final consumption expenditure,...,"1,932.6","2,807.8","3,608.7","4,821.5","6,235.2","7,742.2","10,103.3","12,025.5","18,486.4","22,267.0","29,007.9","37,790.6","44,549.9","47,084.3","44,832.1","50,016.7","51,389.1",...
,          Household final consumption,...,"1,702.5","2,452.0","3,167.3","4,228.5","5,505.6","6,663.6","9,044.8","10,838.3","16,719.6","19,673.1","25,991.1","33,598.8","39,799.1","41,512.6","38,306.5","42,477.1","42,992.4",...
,          NPISHs final consumption ,,,,,,,,,,,,,,,,,,,
,          Government final consumption,...,230.1,355.8,441.4,593.0,729.6,"1,078.6","1,058.4","1,187.1","1,766.8","2,593.9","3,016.8","4,191.9","4,750.8","5,571.7","6,525.5","7,539.6","8,396.7",...
,     Gross capital formation,...,234.1,263.5,389.6,460.2,771.9,918.2,"1,658.5","3,394.0","3,604.8","5,510.3","6,673.6","6,862.2","9,682.3","11,793.2","14,943.0","16,639.4","16,806.9",...
,          Gross fixed capital formation,...,219.0,174.6,313.2,361.9,734.2,879.2,"1,609.8","3,093.1","3,868.7","5,658.8","6,508.9","6,362.3","9,424.9","11,651.7","14,652.1","16,440.0","16,495.0",...
,               Public,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,               Private,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Changes in inventories,...,15.1,88.9,76.4,98.3,37.7,39.0,48.7,300.9,-263.9,-148.5,164.7,499.9,257.4,141.5,290.9,199.4,311.9,...
,          Acquisitions less disposals of valuables,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Exports of goods and services,...,"1,307.7","1,822.8","2,750.3","3,732.5","3,728.0","5,131.4","6,942.8","5,614.0","5,666.7","6,209.0","6,690.2","5,388.4","7,046.5","7,582.6","5,143.4","4,997.2","7,232.5",...
,          Exports of goods,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Exports of services,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Less: Imports of goods and services,...,"1,530.3","2,201.7","3,172.0","4,421.3","5,000.0","7,323.2","9,861.5","11,204.0","13,444.7","13,701.6","14,752.7","22,553.6","25,390.2","26,312.4","26,676.2","20,460.0","23,299.3",...
,          Imports of goods,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Imports of services,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Statistical discrepancy,...,13.4,149.1,173.7,657.4,846.5,"1,237.8","1,206.8","3,986.9","4,092.7","1,692.0","-2,316.2","4,852.6","2,961.0","3,087.2","10,086.5",579.4,"6,194.0",...
,,,,,,,,,,,,,,,,,,,,
,               Growth of Demand   (% annual change),,,,,,,,,,,,,,,,,,,
,               Household final consumptionf,...,8.6,13.5,16.1,13.1,20.6,14.0,16.9,0.5,7.8,10.5,24.2,15.0,9.3,1.8,-15.1,6.4,–,...
,               Government final consumption,...,10.8,0.1,2.4,2.2,0.4,2.5,2.1,4.1,6.9,0.9,7.8,2.1,2.3,4.1,3.3,3.9,9.4,...
,               Gross capital formation,...,39.2,5.7,23.0,-3.2,2.6,9.4,11.3,7.6,-23.2,7.5,13.3,-21.9,15.1,17.6,25.2,19.1,-0.9,...
,               Exports of goods and services,...,-20.8,7.6,29.5,22.6,2.9,31.2,27.9,-14.0,-2.0,23.0,1.0,1.0,-10.0,–,–,–,–,...
,               Imports of goods and services,...,-14.5,11.1,23.7,25.9,16.5,39.6,27.3,1.4,-4.0,8.0,1.2,1.2,1.1,1.0,–,–,–,...
,,,,,,,,,,,,,,,,,,,,
,Investment Financing at Current Prices   calendar year (TJS million),,,,,,,,,,,,,,,,,,,
,Gross capital formation,168.2,249.2,316.6,475.5,752.6,839.4,"1,490.5","3,154.2","4,693.9","5,125.1","5,891.6","8,783.6","8,414.2","10,024.7","11,930.5","13,973.9","16,952.1","16,637.4",...
,Gross national saving,494.5,785.8,"1,323.5","2,145.8","3,349.2","3,716.4","6,484.9","10,295.0","16,903.1","12,334.3","17,332.1","16,675.9","4,774.2","11,275.9","9,516.0","14,443.5","13,809.5","14,696.6",...
,     Gross domestic saving,11.3,47.4,217.0,442.0,874.4,307.2,561.5,880.4,550.5,248.3,980.9,"-3,243.8","-4,884.6","-5,616.1","-5,769.7","1,232.0","3,859.2","4,753.2",...
,     Net factor income from abroad,411.3,550.8,597.8,"1,036.2","1,804.6","2,007.0","3,278.1","4,054.0","7,781.5","4,898.8","6,541.9","6,320.6","9,389.1","16,520.6","14,877.8","12,963.0","9,509.0","9,411.6",...
,     Net current transfers from abroad,71.9,187.6,508.7,667.6,670.2,"1,402.2","2,645.3","5,360.6","8,571.1","7,187.2","9,809.3","13,599.1",269.7,371.6,407.9,248.4,441.3,531.8,...
,,,,,,,,,,,,,,,,,,,,
,               Savings and Investment   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Gross domestic saving,0.6,1.8,6.4,9.3,14.2,4.3,6.0,6.9,3.1,1.2,4.0,-10.8,-13.5,-13.6,-12.7,2.5,7.1,7.8,...
,               Gross national saving,27.7,30.7,39.2,45.1,54.3,51.6,69.5,80.4,95.5,59.8,70.2,55.5,13.2,28.1,20.9,29.8,25.3,24.0,...
,               Gross capital formation,9.4,9.7,9.4,10.0,12.2,11.6,16.0,24.6,26.5,24.8,23.8,29.2,23.3,24.7,26.2,28.9,31.1,27.2,...
,,,,,,,,,,,,,,,,,,,,
,At Current Market Prices   (TJS),,,,,,,,,,,,,,,,,,,
,Per capita GDP,289,406,524,724,920,"1,063","1,352","1,821","2,468","2,813","3,286","3,898","4,579","5,019","5,524","5,728","6,300","6,925","7,638*"
,Per capita GNI,355,493,618,882,"1,189","1,359","1,827","2,398","3,553","3,481","4,156","4,718","5,768","7,065","7,326","7,262","7,400","7,990",...
,,,,,,,,,,,,,,,,,,,,
,PRODUCTION INDEXES   period averages,,,,,,,,,,,,,,,,,,,
,Agriculture;   2004–2006 = 100,73.3,81.9,90.4,93.8,104.1,97.0,99.0,98.5,101.5,106.5,107.7,111.3,123.8,136.7,134.3,142.4,138.5,...,...
,Mining;   1990 = 100,79.6,82.3,87.5,98.6,98.1,99.0,106.0,111.0,109.0,...,...,...,...,...,...,...,...,...,...
,Manufacturing;   1990 = 100,35.5,41.3,50.6,55.6,64.0,70.7,75.0,82.0,79.0,74.1,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,ENERGY   annual values,,,,,,,,,,,,,,,,,,,
,Crude petroleum   (t '000),,,,,,,,,,,,,,,,,,,
,     Production,18,16,16,18,19,22,24,26,26,26,27,28,30,27,25,25,25,23,24
,     Exports,3,3,5,5,10,6,8,5,2,...,...,...,...,...,...,...,...,...,...
,     Imports,215,293,337,305,357,308,379,519,539,635,629,440,374,383,583,352,477,438,...
,     Consumption,...,...,...,...,350,179,162,186,216,...,...,...,...,...,...,...,...,…,…
,,,,,,,,,,,,,,,,,,,,
,Coal   (t '000),,,,,,,,,,,,,,,,,,,
,     Production,22,24,36,47,93,99,105,181,199,202,200,236,412,516,878,"1,042","1,361",...,...
,     Exports,0,0,0,0,0,1,0,0,2,1,2,22,2,0,...,0,0,...,...
,     Imports,5,5,5,6,5,5,4,6,8,4,9,15,24,10,13,13,10,...,...
,     Consumption,1,1,0,48,88,89,88,169,176,...,...,...,...,...,...,554,...,...,...
,,,,,,,,,,,,,,,,,,,,
,Natural gas   (m3 million),,,,,,,,,,,,,,,,,,,
,     Production,40,52,33,32,34,27,18,15,12,16,20,15,7,2,3,4,3,...,...
,     Exports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Imports,1,1,486,532,623,630,641,647,513,217,174,180,132,...,...,...,...,...,...
,     Consumption,...,...,...,556,647,648,641,640,510,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,Electricity   (kWh million),,,,,,,,,,,,,,,,,,,
,     Production,"14,247","14,382","15,302","16,509","16,491","17,090","16,935","17,494","16,147","16,117","16,435","16,238","16,953","17,092","16,472","17,162","17,197","18,144","19,708"
,     Exports,"3,909","4,047","3,874","4,584","4,451","4,258","4,231","4,259","4,421","4,247",180,191,668,968,"1,553","1,400","1,427","1,414",...
,     Imports,"5,242","5,396","4,660","4,605","4,810","4,508","4,840","4,361","5,298","4,304",339,65,14,21,33,63,39,110,...
,     Consumption,"15,580","15,731","16,087","16,518","16,835","17,325","17,528","17,582","17,000","16,160","16,600","16,100","16,300","16,200","15,200","15,800","15,900","16,800",...
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES  period averages ,,,,,,,,,,,,,,,,,,,
,Consumer;   previous year = 100,160.6,112.5,114.5,113.7,105.7,107.1,112.5,119.7,111.8,105.0,109.8,109.3,106.4,103.7,107.4,105.1,106.1,106.7,105.4
,          Food and nonalcoholic beverages,...,...,...,...,...,...,...,...,...,...,...,...,...,103.1,110.0,103.8,106.5,107.8,104.9
