KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Activities of extraterritorial organizations and bodies,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,Less: Financial intermediation services indirectly measured,23.7,37.3,55.7,71.3,110.0,165.7,306.0,614.0,751.4,539.7,466.9,…,…,…,…,…,…,…,…
,Gross value added at basic prices,"2,427.2","3,026.0","3,504.5","4,299.0","5,516.8","7,122.7","9,547.9","11,930.2","14,927.7","16,225.4","20,649.0","25,741.9","28,528.1","32,896.6","36,651.6","38,783.9","44,337.6","49,918.3","55,500.7*"
,Taxes less subsidies on products,172.7,224.6,271.8,313.0,353.3,467.8,665.8,919.6,"1,125.3",782.3,"1,166.5","2,501.2","2,487.1","3,102.4","3,024.3","2,100.2","2,633.6","3,183.0","4,113.0*"
,Net factor income from abroad,-162.4,-167.3,-173.1,-261.0,-388.1,-713.1,"-1,191.9","-1,587.9","-2,324.9","-1,861.5","-2,854.4","-4,064.9","-4,190.7","-3,825.9","-4,056.7","-2,447.6","-4,450.4","-5,899.4",…
,GNI,"2,437.5","3,083.3","3,603.2","4,351.0","5,482.1","6,877.5","9,021.8","11,261.9","13,728.0","15,146.2","18,961.1","24,178.2","26,824.5","32,173.2","35,619.2","38,436.5","42,520.8","47,201.9",…
,,,,,,,,,,,,,,,,,,,,
,               Structure of Output   (% of GDP at current basic prices),,,,,,,,,,,,,,,,,,,
,               Agriculture,8.6,9.3,8.5,8.3,7.4,6.6,5.7,5.8,5.4,6.2,4.7,5.5,4.7,4.9,4.7,5.0,4.8,4.6,4.6*
,               Industry,40.1,38.4,38.0,37.0,36.9,39.2,40.8,38.7,41.2,39.0,41.9,40.9,39.5,36.9,35.9,32.5,33.9,34.3,36.9*
,               Services,51.3,52.4,53.5,54.7,55.7,54.2,53.5,55.6,53.3,54.8,53.4,53.6,55.9,58.2,59.4,62.5,61.3,61.1,58.6*
,,,,,,,,,,,,,,,,,,,,
,Expenditure on GDP at current market prices   calendar year (T billion),"2,599.9","3,250.6","3,776.3","4,612.0","5,870.1","7,590.6","10,213.7","12,849.8","16,052.9","17,007.6","21,815.5","28,243.1","31,015.2","35,999.0","39,675.8","40,884.1","46,971.2","53,101.3","59,613.7*"
,     Final consumption expenditure,"1,923.0","2,318.5","2,500.2","3,032.0","3,824.2","4,638.3","5,709.7","7,215.8","8,764.9","10,066.1","12,258.8","14,874.8","17,510.7","21,624.6","23,477.1","26,718.0","31,083.2","33,328.9","35,836.8*"
,          Household final consumption,"1,589.1","1,850.8","1,993.7","2,434.4","3,053.7","3,685.8","4,547.3","5,641.2","6,970.5","7,912.6","9,721.1","11,692.8","13,659.2","17,616.6","18,805.9","21,491.9","25,087.4","26,991.2","30,003.4*"
,          NPISHs final consumption ,19.9,31.7,68.1,78.4,88.8,98.7,122.6,154.2,158.9,169.9,178.9,223.3,278.0,345.7,430.0,470.2,532.7,593.1,668.9*
,          Government final consumption,314.0,436.0,438.4,519.2,681.8,853.8,"1,039.8","1,420.4","1,635.6","1,983.6","2,358.8","2,958.7","3,573.4","3,662.3","4,241.2","4,755.9","5,463.1","5,744.6","5,164.5*"
,     Gross capital formation,471.6,873.6,"1,030.5","1,185.5","1,544.5","2,350.8","3,462.5","4,565.1","4,415.6","5,002.7","5,535.4","6,495.4","7,825.0","8,844.8","10,232.5","11,409.9","13,070.9","14,105.4","14,735.5*"
,          Gross fixed capital formation,450.3,771.4,907.1,"1,062.7","1,472.4","2,122.7","3,084.4","3,857.2","4,308.8","4,726.7","5,307.1","6,062.3","7,072.4","7,877.4","8,552.5","9,354.9","10,671.5","11,622.4","12,754.9*"
,               Public,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,               Private,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Changes in inventories,21.3,102.3,123.3,122.8,72.1,228.1,378.1,707.9,106.8,276.0,228.2,433.1,752.6,967.4,"1,680.0","2,055.0","2,399.4","2,483.0","1,980.6*"
,          Acquisitions less disposals of valuables,,,,,,,,,,,,,,,,,,,
,     Exports of goods and services,"1,471.6","1,491.9","1,774.5","2,233.0","3,081.8","4,037.8","5,206.5","6,336.6","9,173.7","7,115.7","9,652.1","13,123.0","13,680.7","13,901.8","15,609.2","11,658.8","14,957.4","18,244.4","23,199.0*"
,          Exports of goods,"1,315.5","1,318.9","1,536.5","1,975.1","2,809.9","3,760.4","4,869.8","5,917.4","8,657.3","6,509.5","9,045.2","12,487.0","12,960.5","13,022.0","14,351.4","10,141.7","13,371.6","16,136.2","20,620.4*"
,          Exports of services,156.1,172.9,238.0,257.9,272.0,277.4,336.7,419.2,516.4,606.2,606.9,636.0,720.2,879.7,"1,257.8","1,517.1","1,585.8","2,108.2","2,578.6*"
,     Less: Imports of goods and services,"1,276.5","1,526.3","1,776.4","1,985.3","2,577.5","3,383.0","4,134.3","5,506.0","5,963.4","5,770.3","6,521.5","7,527.7","9,184.9","9,644.3","10,169.0","10,030.1","13,371.6","13,946.4","15,634.9*"
,          Imports of goods,991.7,"1,121.5","1,217.0","1,425.5","1,899.6","2,383.6","3,025.2","4,053.9","4,613.8","4,278.1","4,846.2","5,917.4","7,281.4","7,747.4","7,846.6","7,437.1","9,589.4","10,403.3","11,523.9*"
,          Imports of services,284.8,404.8,559.4,559.8,677.9,999.4,"1,109.1","1,452.1","1,349.6","1,492.2","1,675.3","1,610.3","1,903.4","1,897.0","2,322.4","2,593.0","3,782.2","3,543.2","4,111.0*"
,     Statistical discrepancy,10.2,92.8,247.5,146.8,-2.9,-53.2,-30.7,238.2,-337.9,593.4,890.8,"1,277.5","1,183.7","1,272.2",526.1,"1,127.5","1,231.1","1,369.0","1,477.3*"
,,,,,,,,,,,,,,,,,,,,
,               Structure of Demand     (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Household final consumptiond,61.9,57.9,54.6,54.5,53.5,49.9,45.7,45.1,44.4,47.5,45.4,42.2,44.9,49.9,48.5,53.7,54.5,51.9,51.4*
,               Government final consumption,12.1,13.4,11.6,11.3,11.6,11.2,10.2,11.1,10.2,11.7,10.8,10.5,11.5,10.2,10.7,11.6,11.7,10.8,8.7*
,               Gross capital formation,18.1,26.9,27.3,25.7,26.3,31.0,33.9,35.5,27.5,29.4,25.4,23.0,25.2,24.6,25.8,27.9,27.8,26.6,24.7*
,                    Changes in inventories,0.8,3.1,3.3,2.7,1.2,3.0,3.7,5.5,0.7,1.6,1.0,1.5,2.4,2.7,4.2,5.0,5.1,4.7,3.3*
,               Exports of goods and services,56.6,45.9,47.0,48.4,52.5,53.2,51.0,49.3,57.1,41.8,44.2,46.5,44.1,38.6,39.3,28.5,31.8,34.4,38.9*
,               Imports of goods and services,49.1,47.0,47.0,43.0,43.9,44.6,40.5,42.8,37.1,33.9,29.9,26.7,29.6,26.8,25.6,24.5,28.5,26.3,26.2*
,               Statistical discrepancy,0.4,2.9,6.6,3.2,-0.1,-0.7,-0.3,1.9,-2.1,3.5,4.1,4.5,3.8,3.5,1.3,2.8,2.6,2.6,2.5*
,,,,,,,,,,,,,,,,,,,,
,At Constant Prices   calendar year (T billion),,,,,,,,,,,,,,,,,,,
,GDP by industrial origin at previous year's market prices,"2,215.0","2,952.1","3,567.5","4,128.6","5,054.0","6,439.5","8,403.2","11,121.7","13,272.0","16,247.2","18,241.1","23,757.3","29,589.6","32,861.6","37,514.2","40,133.7","41,331.0","48,881.0*","53,821.4*"
,"     Agriculture, forestry, and fishing",193.0,247.0,292.6,308.6,362.2,448.0,512.5,611.2,682.3,965.8,910.1,"1,205.5","1,163.4","1,479.6","1,642.5","1,778.4","2,029.1","2,198.9*",…
,     Mining and quarrying,254.3,387.9,432.0,504.8,629.7,818.7,"1,288.8","1,691.1","2,041.2","3,228.9","3,251.9","4,285.0","5,025.1","5,472.2","5,485.6","5,836.2","5,058.5","6,612.2*",…
,     Manufacturing,323.9,487.7,575.2,590.7,721.9,837.0,986.2,"1,278.4","1,432.3","1,837.1","1,911.5","2,644.3","3,225.6","3,538.1","3,888.8","4,103.9","4,276.0","5,613.5*",…
,"     Electricity, gas, steam, and air-conditioning supply",79.1,86.4,93.7,118.9,131.0,145.4,152.3,200.7,235.6,266.0,307.7,421.3,496.7,523.3,595.4,628.0,697.1,813.5*,…
,"     Water supply; sewerage, waste management, and remediation activities",,,,,,,,,,,61.0,67.2,91.2,88.8,94.2,93.7,97.4,118.3*,…
,     Construction,109.1,171.4,212.4,262.8,316.0,496.4,811.6,"1,170.4","1,261.7","1,257.1","1,624.0","1,694.6","1,872.9","1,982.7","2,243.9","2,461.7","2,628.9","2,811.2*",…
,     Wholesale and retail trade; repair of motor vehicles and motorcycles,287.6,367.1,426.7,506.3,593.3,799.6,985.9,"1,313.8","1,625.8","1,922.4","2,349.2","3,168.6","4,377.0","5,186.5","5,852.4","6,364.3","6,865.3","8,115.3*",…
,     Accommodation and food service activities,12.8,16.8,23.2,32.1,46.0,61.8,74.9,97.9,119.9,126.0,174.7,199.7,266.4,288.2,330.5,383.8,424.6,551.4*,…
,     Transportation and storage,250.9,282.5,342.1,410.6,543.3,631.3,793.8,"1,024.7","1,241.4","1,335.1","1,527.5","1,840.3","2,090.1","2,471.6","2,934.5","3,325.2","3,644.6","4,063.6*",…
,     Information and communication,38.0,44.4,56.4,71.6,97.0,137.6,202.0,305.9,359.4,429.9,635.4,814.8,842.2,915.1,"1,022.7","1,047.8","1,080.7","1,010.1*",…
,     Financial and insurance activities,59.1,95.4,130.0,154.4,182.7,232.3,349.2,723.3,751.7,722.1,740.2,456.7,614.9,729.4,"1,036.2","1,223.4","1,440.1","1,682.6*",…
,     Real estate activities,254.9,309.2,430.1,533.6,724.7,983.3,"1,242.7","1,605.8","2,003.5","2,432.0","1,559.7","1,987.2","2,573.9","2,713.0","3,152.7","3,377.4","3,780.1","4,182.6*",…
,"     Professional, scientific, and technical activities",,,,,,,,,,,768.2,870.2,"1,379.0","1,418.4","1,566.1","1,749.9","1,880.0","2,354.5*",…
,     Administrative and support service activities,,,,,,,,,,,423.8,456.7,548.9,560.7,684.1,784.0,856.6,"1,022.8*",…
,     Public administration and defense; compulsory social security,55.7,61.5,73.4,84.5,92.2,134.9,165.1,198.1,256.0,284.6,353.4,475.1,573.0,624.2,729.9,805.7,819.9,878.4*,…
,     Education,89.9,112.9,124.8,142.5,168.7,238.0,275.3,332.6,431.1,464.9,570.0,732.2,920.0,978.6,"1,057.6","1,151.3","1,221.3","1,358.5*",…
,     Human health and social work activities,49.0,56.4,72.0,81.6,88.9,115.6,134.5,163.1,220.6,245.9,312.2,396.3,498.0,523.3,591.0,685.0,743.9,918.6*,…
,"     Arts, entertainment, and recreation",…,…,…,…,…,…,…,…,…,…,127.1,154.4,191.6,217.1,260.0,312.4,334.8,374.5*,…
,     Other service activities,47.4,57.5,73.1,92.8,104.4,118.9,147.2,192.6,241.8,265.4,175.9,249.4,358.8,381.0,996.3,"1,195.0","1,333.3","1,352.0*",…
,"     Activities of households as employers; undifferentiated goods- and 
          services-producing activities of households for own use",0.8,8.3,9.6,6.1,7.3,6.9,8.3,11.1,11.7,11.7,14.6,12.1,13.5,25.4,27.3,29.0,28.0,33.4*,…
,     Activities of extraterritorial organizations and bodies,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,Less: Financial intermediation services indirectly measured,20.2,34.8,48.9,69.6,98.2,164.2,253.7,532.8,594.9,629.6,389.7,…,…,…,…,…,…,…,…
,Gross value added at basic prices,"2,085.4","2,757.6","3,318.5","3,832.4","4,711.2","6,041.6","7,876.8","10,388.0","12,321.1","15,165.5","17,408.4","22,131.7","27,122.3","30,117.2","34,191.7","37,336.0","39,240.0","46,066.0*",…
,Taxes less subsidies on products,129.6,194.5,249.1,296.2,342.8,397.9,526.4,733.7,950.9,"1,081.8",832.8,"1,625.6","2,467.3","2,744.3","3,322.5","2,797.7","2,091.0","2,798.2*",…
,,,,,,,,,,,,,,,,,,,,
,               Growth of Output     (% annual change),,,,,,,,,,,,,,,,,,,
,               GDP,9.8,13.5,9.8,9.3,9.6,9.7,10.7,8.9,3.3,1.2,7.3,8.9,4.8,6.0,4.2,1.2,1.1,4.1,1.4*
,               Agriculture,-3.2,17.1,3.2,2.2,-0.1,7.1,6.0,8.9,-6.2,13.2,-12.9,22.5,-17.4,11.2,1.3,3.5,5.4,2.8*,…
,               Industry,15.3,15.4,11.8,9.2,11.2,10.7,13.4,8.0,2.5,2.0,9.5,2.9,1.8,3.1,1.5,-0.4,1.1,6.3*,…
,               Services,8.4,12.3,9.8,11.0,10.8,10.4,10.9,13.2,4.2,-1.5,6.0,4.8,10.4,6.9,5.7,3.1,0.9,2.7*,…
,,,,,,,,,,,,,,,,,,,,
,Expenditure on GDP at previous year's market prices   calendar year (T billion),"2,215.0","2,952.1","3,567.5","4,128.6","5,054.0","6,439.5","8,403.2","11,121.7","13,272.0","16,247.2","18,241.1","23,757.3","29,589.6","32,861.6","37,514.2","40,133.7","41,331.0","48,881.0","53,821.4*"
,     Final consumption expenditure,"1,745.9","2,113.1","2,337.3","2,782.8","3,435.5","4,235.2","5,176.1","6,360.7","7,680.6","8,812.1","11,045.2","13,731.2","16,475.8","20,171.1","22,232.5","23,930.4","27,098.7","31,520.9","33,973.6*"
,          Household final consumption,"1,460.5","1,709.8","1,869.5","2,231.8","2,778.3","3,387.8","4,154.1","5,043.0","6,083.4","7,010.4","8,849.3","10,899.7","12,874.4","16,222.5","17,812.6","19,143.1","21,748.9","25,399.7","28,413.8*"
,          NPISHs final consumption ,17.6,29.2,64.3,73.7,83.1,91.7,105.8,131.8,139.4,149.0,159.7,192.7,242.4,314.8,400.3,442.3,484.7,552.3,621.0*
,          Government final consumption,267.7,374.1,403.5,477.3,574.1,755.7,916.2,"1,185.9","1,457.8","1,652.7","2,036.2","2,638.9","3,359.1","3,633.8","4,019.6","4,344.9","4,865.1","5,569.0","4,938.7*"
,     Gross capital formation,396.8,662.8,969.4,"1,096.5","1,364.8","2,085.2","3,097.1","4,274.5","3,980.9","4,516.0","5,103.6","6,142.0","7,323.2","8,347.2","9,606.3","10,800.0","11,694.5","13,372.4","13,919.2*"
,          Gross fixed capital formation,378.7,564.3,848.6,979.4,"1,301.9","1,886.8","2,753.9","3,618.4","3,895.8","4,273.7","4,904.9","5,790.2","6,659.5","7,459.6","8,223.5","8,909.4","9,631.3","11,100.7","12,078.5*"
,               Public,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,               Private,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Changes in inventories,18.1,98.5,120.8,117.1,62.9,198.4,343.1,656.1,85.0,242.3,198.6,351.8,663.7,887.6,"1,382.7","1,890.5","2,063.1","2,271.7","1,840.7*"
,          Acquisitions less disposals of valuables,,,,,,,,,,,,,,,,,,,
,     Exports of goods and services,"1,094.9","1,454.7","1,739.7","1,906.9","2,483.4","3,094.1","4,313.6","5,678.0","6,392.8","8,086.1","7,334.4","9,692.1","13,749.4","14,056.4","13,549.6","14,966.4","11,137.3","15,920.1","19,643.5*"
,          Exports of goods,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Exports of services,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Less: Imports of goods and services,"1,035.3","1,257.2","1,573.4","1,640.7","2,281.0","2,889.0","3,810.4","5,214.0","4,872.1","5,026.4","5,939.5","6,703.2","9,391.5","9,901.8","9,261.4","10,162.2","9,824.8","13,181.9","13,714.9*"
,          Imports of goods,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Imports of services,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Statistical discrepancy,12.7,-21.3,94.5,-16.8,51.4,-86.0,-373.1,22.6,89.8,-140.6,697.5,895.2,"1,432.6",188.7,"1,387.2",599.2,"1,225.4","1,249.4",-0.04*
,,,,,,,,,,,,,,,,,,,,
,               Growth of Demand   (% annual change),,,,,,,,,,,,,,,,,,,
,               Household final consumptiond,1.2,8.1,2.7,11.8,13.9,10.7,12.6,10.8,7.4,0.4,11.5,12.0,10.1,18.7,1.1,1.8,1.2,1.2,5.3*
,               Government final consumption,15.0,19.2,-7.5,8.9,10.6,10.8,7.3,14.0,2.6,1.0,2.7,11.9,13.5,1.7,9.8,2.4,2.3,1.9,-14.0*
,               Gross capital formation,10.7,40.5,11.0,6.4,15.1,35.0,31.7,23.4,-12.8,2.3,2.0,11.0,12.7,6.7,8.6,5.5,2.5,2.3,-1.3
,               Exports of goods and services,27.9,-1.1,16.6,7.5,11.2,0.4,6.8,9.1,0.9,-11.9,3.1,0.4,4.8,2.7,-2.5,-4.1,-4.5,6.4,11.5
,               Imports of goods and services,28.0,-1.5,3.1,-7.6,14.9,12.1,12.6,26.1,-11.5,-15.7,2.9,2.8,24.8,7.8,-4.0,-0.1,-2.0,-1.4,3.2
,,,,,,,,,,,,,,,,,,,,
,Investment Financing at Current Prices   calendar year (T billion),,,,,,,,,,,,,,,,,,,
,Gross capital formation,471.6,873.6,"1,030.5","1,185.5","1,544.5","2,350.8","3,462.5","4,565.1","4,415.6","5,002.7","5,535.4","6,495.4","7,825.0","8,844.8","10,232.5","11,409.9","13,070.9","14,105.4","14,735.5*"
,Gross national saving,550.0,798.8,"1,120.3","1,294.7","1,591.9","2,184.0","3,160.1","3,784.7","4,844.7","4,972.4","6,630.4","9,264.3","9,158.3","10,300.8","11,837.2","11,397.4","11,302.8","13,724.0*",…
,     Gross domestic saving,676.9,932.1,"1,276.1","1,579.9","2,045.9","2,952.3","4,504.0","5,633.9","7,288.0","6,941.5","9,556.8","13,368.3","13,504.5","14,374.4","16,198.8","14,166.1","15,887.9","19,772.4*",…
,     Net factor income from abroad,-162.4,-167.3,-173.1,-261.0,-388.1,-713.1,"-1,191.9","-1,587.9","-2,324.9","-1,861.5","-2,854.4","-4,064.9","-4,190.7","-3,825.9","-4,056.7","-2,447.6","-4,450.4","-5,899.4*",…
,     Net current transfers from abroade,35.4,34.0,17.4,-24.2,-66.0,-55.3,-151.9,-261.4,-118.4,-107.7,-72.0,-39.1,-155.6,-247.8,-304.9,-321.1,-134.7,-149.0*,…
