SU-1050," ",Daily per capita calorie supply ,Calorie; ; Ending 1231,"1990,1991,1999,2000: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1914.2 ,... ,... ,... ,... ,... ,... ,... ,... ,1755 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 1231,"1990,1991,2002,2003: World Bank
2004-2005,2006: World Health Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,41.4 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,43 ,... ,42 ,42 ,... ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 1231,"1990,1991,2002,2003: World Bank
2004-2005,2006: World Health Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,41.64 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,43.5 ,... ,42 ,42 ,... ,... ,... ,... 
" ",Education
SU-1082," ","School enrollment, gross primary, total (% schl age pop) ",percent; ; Ending 1231,"1999-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,25.44919 ,19.22175 ,18.96227 ,62.09319 ,83.40136 ,92.86242 ,... ,... ,... ,... ,... 
SU-1083," ","School enrollment, gross primary, female (% schl age pop) ",percent; ; Ending 1231,"1991,1992,1999: United Nations Educational, Scientific And Cultural Organization
2000,2001: Asian Development Bank
2002-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,17.73949 ,... ,... ,... ,... ,... ,... ,... ,3.52671 ,95.7 ,... ,38.76225 ,59.96975 ,55.94065 ,63.85551 ,... ,... ,... ,... 
SU-1084," ","School enrollment, gross primary, male (% schl age pop) ",percent; ; Ending 1231,"1991,1992,1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,32.34515 ,... ,... ,... ,... ,... ,... ,... ,45.94717 ,37.20127 ,36.70459 ,83.92851 ,105.33453 ,127.42564 ,107.72424 ,... ,... ,... ,... 
SU-1085," ","School enrollment, gross secondary, total (% schl age pop) ",percent; ; Ending 1231,"2001,2002,2003-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,11.11979 ,... ,11.23247 ,15.56085 ,... ,... ,... ,... ,... 
SU-1086," ","School enrollment, gross secondary, female (% schl age pop) ",percent; ; Ending 1231,"1991,1992: United Nations Educational, Scientific And Cultural Organization
1996,1997: World Bank
2003-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,9.39904 ,... ,... ,... ,... ,11.6 ,... ,... ,... ,... ,... ,... ,5.6954 ,5.25252 ,7.86719 ,... ,... ,... ,... 
SU-1087," ","School enrollment, gross secondary, male (% schl age pop) ",percent; ; Ending 1231,"1991,1992: United Nations Educational, Scientific And Cultural Organization
1996,1997: World Bank
2001,2002,2003-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,18.41227 ,... ,... ,... ,... ,32.1 ,... ,... ,... ,... ,21.46505 ,... ,16.38762 ,25.16193 ,24.04203 ,... ,... ,... ,... 


CO-9,Armenia
" "," "," ",Attributes,Source,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Footnotes
" ",MILLENNIUM DEVELOPMENT GOAL INDICATORS
" ",Target 7.A: Reverse the loss of environmental resources
SU-1193," ",7.2.b Carbon Dioxide emissions (per capita metric tons) ,Per capita metric tons; ; Ending 1231,"1992-2003,2004: Carbon Dioxide Information Analysis Center",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1.0682 ,.8266 ,.8673 ,1.0576 ,.8074 ,1.0305 ,1.0786 ,.9729 ,1.1249 ,1.1561 ,.98 ,1.13 ,... ,... ,... ,... ,... ,... 
SU-1199," ",7.2.c Ozone-Depleting CFCs Consumption (ODP Tons) ,ODP Metric Tons; ; Ending 1231,"1991,1992,1995-2005,2006: UNEP-Ozone Secretariat",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,0 ,... ,... ,... ,201.8 ,196.5 ,191.2 ,185.9 ,9 ,25 ,162.7 ,172.7 ,172.7 ,110.672 ,84 ,... ,... ,... ,... 
" ",SOCIAL AND ENVIRONMENT INDICATORS
" ",Demographic
SU-971," ","Birth rate, crude per 1000 persons ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2004-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,20.511 ,... ,19.085 ,... ,... ,15.7322 ,... ,13.497 ,... ,... ,12.0588 ,... ,11.1 ,... ,11.7 ,11.7 ,12.2666 ,... ,... ,... 
SU-972," ","Death rate, crude per 1000 persons ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2004-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,7.6942 ,... ,8.317 ,... ,... ,8.3812 ,... ,8.424 ,... ,... ,8.679 ,... ,8.849 ,... ,8 ,8.2 ,9.4612 ,... ,... ,... 
SU-973," ","Fertility rate, total, births per woman ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2004-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2.458 ,... ,2.38 ,... ,... ,2.002 ,... ,1.75 ,... ,... ,1.7 ,... ,1.334 ,... ,1.38 ,1.37 ,1.3 ,... ,... ,... 
SU-970," ",Age dependency ratio ,Ratio; ; Ending 1231,"1990,1991,1995-2006,2007: ADB Staff Estimate",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,56.23096 ,... ,... ,... ,... ,60.94377 ,60.77481 ,60.00256 ,58.79115 ,57.4 ,56.01452 ,54.70297 ,53.42412 ,52.11717 ,50.68297 ,49.0724 ,47.28039 ,... ,... ,... 
" ",Health and Nutrition
SU-1053," ","Life expectancy at birth, total (years) ",year; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,68.46127 ,... ,68.6078 ,... ,... ,69.5678 ,... ,70.2078 ,... ,... ,72.45122 ,... ,72.80146 ,... ,... ,73.32683 ,71.5962 ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,65.552 ,... ,65.32 ,... ,... ,66.28 ,... ,66.92 ,... ,... ,70.5 ,... ,70.46 ,... ,... ,70.4 ,68.324 ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,71.516 ,... ,72.06 ,... ,... ,73.02 ,... ,73.66 ,... ,... ,74.5 ,... ,75.26 ,... ,... ,76.4 ,75.032 ,... ,... ,... 
" ",Education
SU-1082," ","School enrollment, gross primary, total (% schl age pop) ",percent; ; Ending 1231,"2000-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,91.7731 ,89.73096 ,87.82274 ,87.62396 ,100.9133 ,... ,... ,... ,... ,... 
SU-1083," ","School enrollment, gross primary, female (% schl age pop) ",percent; ; Ending 1231,"2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,91.67962 ,90.0792 ,88.31438 ,88.46765 ,... ,95.76367 ,... ,... ,... ,... 
SU-1084," ","School enrollment, gross primary, male (% schl age pop) ",percent; ; Ending 1231,"2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,91.86237 ,89.40234 ,87.36463 ,86.84871 ,... ,91.84633 ,... ,... ,... ,... 
SU-1085," ","School enrollment, gross secondary, total (% schl age pop) ",percent; ; Ending 1231,"2000-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,86.33597 ,84.99809 ,84.26252 ,82.82672 ,91.42067 ,... ,... ,... ,... ,... 
SU-1086," ","School enrollment, gross secondary, female (% schl age pop) ",percent; ; Ending 1231,"2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,85.43028 ,86.97975 ,86.5775 ,83.75081 ,92.66768 ,89.38503 ,... ,... ,... ,... 
SU-1087," ","School enrollment, gross secondary, male (% schl age pop) ",percent; ; Ending 1231,"2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,87.23637 ,83.04634 ,82.00062 ,81.93039 ,90.21971 ,86.76867 ,... ,... ,... ,... 
SU-1171," ","Deforestation, annual average ",percent; ; Ending 1231,"2000,2001,2005,2006: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1.5 ,... ,... ,... ,... ,1.5 ,... ,... ,... ,... 


CO-13,Azerbaijan
" "," "," ",Attributes,Source,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Footnotes
" ",MILLENNIUM DEVELOPMENT GOAL INDICATORS
" ",Target 7.A: Reverse the loss of environmental resources
SU-1193," ",7.2.b Carbon Dioxide emissions (per capita metric tons) ,Per capita metric tons; ; Ending 1231,"1992-2003,2004: Carbon Dioxide Information Analysis Center",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,6.3344 ,5.9153 ,5.4254 ,4.1976 ,3.8599 ,3.6299 ,3.7954 ,4.0531 ,3.6609 ,3.3916 ,3.3846 ,3.5201 ,... ,... ,... ,... ,... ,... 
SU-1199," ",7.2.c Ozone-Depleting CFCs Consumption (ODP Tons) ,ODP Metric Tons; ; Ending 1231,"1996-2005,2006: UNEP-Ozone Secretariat",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,456.45 ,201.2 ,152.16 ,99.86 ,87.76 ,52 ,12 ,10.2 ,15.1 ,21.9 ,... ,... ,... ,... 
" ",SOCIAL AND ENVIRONMENT INDICATORS
" ",Demographic
SU-971," ","Birth rate, crude per 1000 persons ",; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,25.9 ,26.6 ,25.2 ,23.7 ,21.4 ,18.9 ,16.9 ,17.1 ,15.9 ,14.9 ,14.8 ,13.8 ,13.8 ,14 ,16.1 ,16.9 ,17.8 ,... ,... ,... 
SU-972," ","Death rate, crude per 1000 persons ",; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,6.1 ,6.3 ,7.1 ,7.2 ,7.3 ,6.7 ,6.3 ,6.1 ,5.9 ,5.9 ,5.9 ,5.7 ,5.8 ,6 ,6.1 ,6.2 ,6.2 ,... ,... ,... 
SU-973," ","Fertility rate, total, births per woman ",; ; Ending 1231,"1990-2000,2001,2002-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2.74 ,2.87 ,2.74 ,2.7 ,2.52 ,2.29 ,2.06 ,2.07 ,2 ,2.07 ,2.07 ,... ,2.07 ,2.07 ,2.0535 ,2.33 ,2.3 ,... ,... ,... 
SU-970," ",Age dependency ratio ,Ratio; ; Ending 1231,"1990,1991,2000,2001: United Nations
2003,2004: Economic and Social Commission for Asia and the Pacific",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,62.07455 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,59.23567 ,... ,... ,53.84615 ,... ,... ,... ,... ,... ,... 
" ",Health and Nutrition
SU-1049," ",Daily per capita protein supply ,gram; ; Ending 1231,"1990,1991,2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,70 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,72.8 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1050," ",Daily per capita calorie supply ,Calorie; ; Ending 1231,"1990,1991,2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2306 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2474.1 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1053," ","Life expectancy at birth, total (years) ",year; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,70.80488 ,70.3 ,69.54634 ,69.4439 ,69.4439 ,68.9561 ,69.95854 ,70.9122 ,71.36341 ,71.51463 ,71.77073 ,71.81951 ,72.13171 ,72.23171 ,72.33171 ,72.28293 ,72.33171 ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,67 ,66.3 ,65.4 ,65.2 ,65.2 ,65.2 ,66.3 ,67.4 ,67.9 ,68.1 ,68.6 ,68.6 ,69.4 ,69.5 ,69.6 ,69.6 ,69.6 ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,74.8 ,74.5 ,73.9 ,73.9 ,73.9 ,72.9 ,73.8 ,74.6 ,75 ,75.1 ,75.1 ,75.2 ,75 ,75.1 ,75.2 ,75.1 ,75.2 ,... ,... ,... 
" ",Education
SU-1082," ","School enrollment, gross primary, total (% schl age pop) ",percent; ; Ending 1231,"1999-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,94.05124 ,94.31778 ,95.74108 ,95.7902 ,95.6479 ,96.82368 ,... ,... ,... ,... ,... 
SU-1083," ","School enrollment, gross primary, female (% schl age pop) ",percent; ; Ending 1231,"1991,1992,1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,110.43384 ,... ,... ,... ,... ,... ,... ,... ,93.94905 ,94.626 ,94.71454 ,94.82885 ,94.19742 ,95.88738 ,95.46121 ,... ,... ,... ,... 
SU-1084," ","School enrollment, gross primary, male (% schl age pop) ",percent; ; Ending 1231,"1991,1992,1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,111.12888 ,... ,... ,... ,... ,... ,... ,... ,94.14827 ,94.02482 ,96.71602 ,96.70014 ,97.01277 ,97.69798 ,97.04036 ,... ,... ,... ,... 
SU-1085," ","School enrollment, gross secondary, total (% schl age pop) ",percent; ; Ending 1231,"1999-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,76.25513 ,75.36519 ,79.59153 ,80.04431 ,83.66131 ,83.11383 ,... ,... ,... ,... ,... 
SU-1086," ","School enrollment, gross secondary, female (% schl age pop) ",percent; ; Ending 1231,"1991,1992,1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,87.84768 ,... ,... ,... ,... ,... ,... ,... ,76.17808 ,75.47951 ,78.4204 ,78.96451 ,82.2631 ,81.79198 ,81.26834 ,... ,... ,... ,... 
SU-1087," ","School enrollment, gross secondary, male (% schl age pop) ",percent; ; Ending 1231,"1991,1992,1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,87.23332 ,... ,... ,... ,... ,... ,... ,... ,76.3289 ,75.25615 ,80.70591 ,81.07092 ,84.99101 ,84.37176 ,84.22611 ,... ,... ,... ,... 


CO-16,Bangladesh
" "," "," ",Attributes,Source,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Footnotes
" ",MILLENNIUM DEVELOPMENT GOAL INDICATORS
" ",Target 7.A: Reverse the loss of environmental resources
SU-1193," ",7.2.b Carbon Dioxide emissions (per capita metric tons) ,Per capita metric tons; ; Ending 1231,"1990-2003,2004: Carbon Dioxide Information Analysis Center",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,.1478 ,.1483 ,.1488 ,.1538 ,.1618 ,.1943 ,.2004 ,.2047 ,.1921 ,.1975 ,.2155 ,.2458 ,.2503 ,.2539 ,... ,... ,... ,... ,... ,... 
SU-1199," ",7.2.c Ozone-Depleting CFCs Consumption (ODP Tons) ,ODP Metric Tons; ; Ending 1231,"1990-2005,2006: UNEP-Ozone Secretariat",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,195.08 ,92.85 ,213.1 ,226.58 ,180.58 ,280.68 ,628.27 ,832.187 ,830.374 ,800.614 ,805.021 ,807.932 ,328.008 ,333.002 ,294.916 ,262.956 ,... ,... ,... ,... 
" ",SOCIAL AND ENVIRONMENT INDICATORS
" ",Demographic
SU-971," ","Birth rate, crude per 1000 persons ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,34.8508 ,... ,34.116 ,... ,... ,31.122 ,... ,29.9 ,... ,... ,28.4906 ,... ,27.551 ,... ,... ,26.216 ,25.4242 ,... ,... ,... 
SU-972," ","Death rate, crude per 1000 persons ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,11.8532 ,... ,11.136 ,... ,... ,9.9548 ,... ,9.096 ,... ,... ,8.4174 ,... ,7.965 ,... ,... ,7.5192 ,7.6424 ,... ,... ,... 
SU-973," ","Fertility rate, total, births per woman ",; ; Ending 0630|Ending 1231,"1985,1986: Bangladesh Bureau of Statistics, Ministry of Planning
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,4.71 |,... ,... ,... ,... ,4.3218 ,... ,4.117 ,... ,... ,3.7492 ,... ,3.546 ,... ,... ,3.2184 ,... ,3 ,3 ,2.99 ,2.979 ,2.9056 ,... ,... ,... 
SU-974," ","Reproduction rate, net ",percent; ; Ending 0630,"1990-1998,1999,2000,2001: Bangladesh Bureau of Statistics, Ministry of Planning",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1.71 ,1.7 ,1.68 ,1.57 ,1.48 ,1.48 ,1.46 ,1.37 ,1.31 ,... ,1.31 ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-970," ",Age dependency ratio ,Ratio; ; Ending 1231,"1990,1991,2000,2001: United Nations
2003,2004: Economic and Social Commission for Asia and the Pacific",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,82.14936 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,73.31023 ,... ,... ,69.49153 ,... ,... ,... ,... ,... ,... 
" ",Health and Nutrition
SU-1044," ",Child malnutrition ,percent; ; Ending 0630,"1990,1991,1995,1996,2000,2001: Bangladesh Bureau of Statistics, Ministry of Planning",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,6.1 ,... ,... ,... ,... ,10.3 ,... ,... ,... ,... ,10.3 ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1049," ",Daily per capita protein supply ,gram; ; Ending 1231,"1990,1991,1999,2000: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,44.9 ,... ,... ,... ,... ,... ,... ,... ,... ,46.8 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1050," ",Daily per capita calorie supply ,Calorie; ; Ending 1231,"1990,1991,1999,2000: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2081.9 ,... ,... ,... ,... ,... ,... ,... ,... ,2186.7 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1053," ","Life expectancy at birth, total (years) ",year; ; Ending 0630|Ending 1231,"1985,1986: Bangladesh Bureau of Statistics, Ministry of Planning
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,55 |,... ,... ,... ,... ,54.79254 ,... ,56.38463 ,... ,... ,58.07995 ,... ,59.94268 ,... ,... ,61.52551 ,... ,62.58073 ,... ,... ,63.90102 ,63.65712 ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 0630|Ending 1231,"1985,1986: Bangladesh Bureau of Statistics, Ministry of Planning
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,56 |,... ,... ,... ,... ,54.454 ,... ,55.77 ,... ,... ,57.558 ,... ,59.45 ,... ,... ,60.866 ,... ,61.81 ,... ,... ,63.022 ,62.782 ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 0630|Ending 1231,"1985,1986: Bangladesh Bureau of Statistics, Ministry of Planning
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,55 |,... ,... ,... ,... ,55.148 ,... ,57.03 ,... ,... ,58.628 ,... ,60.46 ,... ,... ,62.218 ,... ,63.39 ,... ,... ,64.824 ,64.576 ,... ,... ,... 
